flight_id,date,terminal,aircraft_type,arrival_time,departure_time,turnaround_time_min,delay_minutes,total_workload_minutes,risk_flag
FL000280,01/01/2024,T3,Wide Body,8:47:00 PM,10:46:00 PM,119,0,539,Normal
FL000281,01/01/2024,T3,Wide Body,6:09:00 AM,7:18:00 AM,69,15,370,Normal
FL000282,01/01/2024,T1,Narrow Body,11:58:00 AM,12:33:00 PM,35,20,644,High Risk
FL000283,01/01/2024,T3,Narrow Body,2:22:00 AM,3:15:00 AM,53,0,717,Normal
FL000284,01/01/2024,T2,Wide Body,6:06:00 PM,7:08:00 PM,62,30,763,High Risk
FL000285,01/01/2024,T2,Wide Body,11:38:00 AM,12:33:00 PM,55,15,563,Normal
FL000286,01/01/2024,T1,Narrow Body,7:22:00 PM,9:13:00 PM,111,0,718,Normal
FL000287,01/01/2024,T3,Narrow Body,5:22:00 AM,7:33:00 AM,131,0,644,Normal
FL000288,01/01/2024,T3,Wide Body,9:17:00 AM,10:48:00 AM,91,30,500,High Risk
FL000289,01/01/2024,T2,Wide Body,8:43:00 PM,10:14:00 PM,91,5,313,Normal
FL000290,01/01/2024,T2,Wide Body,5:29:00 PM,6:18:00 PM,49,0,485,Normal
FL000291,01/01/2024,T3,Wide Body,9:40:00 AM,11:41:00 AM,121,10,790,Normal
FL000292,01/01/2024,T2,Narrow Body,1:33:00 AM,2:36:00 AM,63,0,704,Normal
FL000293,01/01/2024,T1,Narrow Body,6:58:00 AM,8:11:00 AM,73,10,770,Normal
FL000294,01/01/2024,T1,Narrow Body,9:52:00 AM,11:08:00 AM,76,30,510,High Risk
FL000295,01/01/2024,T1,Wide Body,2:41:00 PM,3:38:00 PM,57,5,380,Normal
FL000296,01/01/2024,T3,Wide Body,5:04:00 PM,6:50:00 PM,106,0,425,Normal
FL000297,01/01/2024,T1,Wide Body,1:33:00 PM,3:42:00 PM,129,0,362,Normal
FL000298,01/01/2024,T2,Wide Body,3:41:00 PM,4:25:00 PM,44,20,597,High Risk
FL000299,01/01/2024,T2,Narrow Body,9:51:00 PM,11:19:00 PM,88,20,482,High Risk
FL000300,01/01/2024,T1,Wide Body,12:42:00 AM,1:58:00 AM,76,15,375,Normal
FL000301,01/01/2024,T1,Narrow Body,3:00:00 AM,4:30:00 AM,90,20,833,High Risk
FL000302,01/01/2024,T3,Narrow Body,8:06:00 PM,9:32:00 PM,86,20,462,High Risk
FL000303,01/01/2024,T2,Narrow Body,10:35:00 AM,12:45:00 PM,130,15,792,Normal
FL000304,01/01/2024,T3,Narrow Body,5:44:00 AM,6:28:00 AM,44,5,211,Normal
FL000305,01/01/2024,T3,Narrow Body,11:55:00 AM,1:14:00 PM,79,5,366,Normal
FL000306,01/01/2024,T2,Narrow Body,3:30:00 AM,4:23:00 AM,53,0,424,Normal
FL000307,01/01/2024,T3,Narrow Body,8:33:00 PM,9:27:00 PM,54,0,192,Normal
FL000308,01/01/2024,T2,Wide Body,9:26:00 PM,11:04:00 PM,98,15,243,Normal
FL000309,01/01/2024,T1,Wide Body,9:24:00 PM,10:39:00 PM,75,0,703,Normal
FL000310,01/01/2024,T3,Wide Body,4:00:00 PM,5:31:00 PM,91,10,439,Normal
FL000311,01/01/2024,T2,Narrow Body,8:11:00 PM,8:53:00 PM,42,10,410,Normal
FL000312,01/01/2024,T1,Narrow Body,3:45:00 PM,5:17:00 PM,92,15,832,Normal
FL000313,01/01/2024,T3,Narrow Body,9:47:00 AM,10:31:00 AM,44,20,723,High Risk
FL000314,01/01/2024,T3,Narrow Body,3:47:00 PM,5:36:00 PM,109,30,716,High Risk
FL000315,01/01/2024,T1,Wide Body,7:30:00 PM,9:28:00 PM,118,30,226,High Risk
FL000316,01/01/2024,T1,Wide Body,5:06:00 PM,6:00:00 PM,54,0,557,Normal
FL000317,01/01/2024,T1,Narrow Body,11:43:00 AM,1:49:00 PM,126,0,734,Normal
FL000318,01/01/2024,T2,Wide Body,8:27:00 AM,10:32:00 AM,125,0,326,Normal
FL000319,01/01/2024,T2,Wide Body,12:25:00 PM,1:47:00 PM,82,20,676,High Risk
FL000320,01/01/2024,T3,Narrow Body,11:32:00 AM,1:33:00 PM,121,15,450,Normal
FL000321,01/01/2024,T1,Wide Body,2:14:00 AM,3:31:00 AM,77,10,630,Normal
FL000322,01/01/2024,T3,Narrow Body,8:36:00 AM,10:43:00 AM,127,15,582,Normal
FL000323,01/01/2024,T3,Narrow Body,2:46:00 AM,4:35:00 AM,109,15,378,Normal
FL000324,01/01/2024,T3,Wide Body,10:35:00 AM,12:33:00 PM,118,0,689,Normal
FL000325,01/01/2024,T1,Wide Body,8:18:00 PM,10:23:00 PM,125,20,627,High Risk
FL000326,01/01/2024,T2,Narrow Body,9:57:00 PM,12:13:00 AM,136,0,412,Normal
FL000327,01/01/2024,T2,Wide Body,10:03:00 PM,12:03:00 AM,120,0,550,Normal
FL000328,01/01/2024,T1,Narrow Body,12:22:00 PM,1:36:00 PM,74,15,935,Normal
FL000329,01/01/2024,T1,Narrow Body,4:35:00 PM,5:34:00 PM,59,0,812,Normal
FL000330,01/01/2024,T1,Narrow Body,2:38:00 AM,3:50:00 AM,72,15,650,Normal
FL000331,01/01/2024,T3,Wide Body,9:05:00 PM,9:56:00 PM,51,0,606,Normal
FL000332,01/01/2024,T3,Narrow Body,5:32:00 AM,6:30:00 AM,58,30,564,High Risk
FL000333,01/01/2024,T2,Narrow Body,1:29:00 AM,2:56:00 AM,87,30,676,High Risk
FL000334,01/01/2024,T3,Wide Body,8:50:00 PM,10:01:00 PM,71,5,407,Normal
FL000335,01/01/2024,T2,Wide Body,6:13:00 PM,7:18:00 PM,65,5,382,Normal
FL000336,01/01/2024,T3,Wide Body,12:33:00 PM,2:34:00 PM,121,30,387,High Risk
FL000337,01/01/2024,T2,Wide Body,9:37:00 AM,11:51:00 AM,134,0,666,Normal
FL000338,01/01/2024,T3,Narrow Body,6:48:00 AM,9:05:00 AM,137,10,980,Normal
FL000339,01/01/2024,T2,Wide Body,1:46:00 AM,3:43:00 AM,117,0,556,Normal
FL000340,01/01/2024,T2,Narrow Body,5:36:00 PM,6:26:00 PM,50,0,553,Normal
FL000341,01/01/2024,T3,Narrow Body,9:18:00 AM,10:50:00 AM,92,20,534,High Risk
FL000342,01/01/2024,T2,Wide Body,3:07:00 AM,4:10:00 AM,63,0,840,Normal
FL000343,01/01/2024,T2,Wide Body,2:09:00 PM,2:50:00 PM,41,5,385,Normal
FL000344,01/01/2024,T2,Narrow Body,1:10:00 PM,1:55:00 PM,45,0,627,Normal
FL000345,01/01/2024,T3,Wide Body,10:52:00 AM,11:39:00 AM,47,0,431,Normal
FL000346,01/01/2024,T2,Wide Body,4:41:00 AM,5:20:00 AM,39,0,269,Normal
FL000347,01/01/2024,T3,Narrow Body,4:00:00 PM,5:32:00 PM,92,0,616,Normal
FL000348,01/01/2024,T1,Narrow Body,12:38:00 AM,1:45:00 AM,67,20,483,High Risk
FL000349,01/01/2024,T2,Narrow Body,3:47:00 AM,6:01:00 AM,134,10,455,Normal
FL000350,01/01/2024,T1,Wide Body,4:09:00 AM,4:50:00 AM,41,30,703,High Risk
FL000351,01/01/2024,T2,Narrow Body,2:08:00 AM,2:57:00 AM,49,5,504,Normal
FL000352,01/01/2024,T2,Narrow Body,4:54:00 AM,6:06:00 AM,72,15,244,Normal
FL000353,01/01/2024,T2,Narrow Body,8:12:00 AM,10:00:00 AM,108,0,529,Normal
FL000354,01/01/2024,T1,Narrow Body,5:52:00 PM,7:13:00 PM,81,20,516,High Risk
FL000355,01/01/2024,T3,Wide Body,4:02:00 PM,4:42:00 PM,40,15,483,Normal
FL000356,01/01/2024,T1,Wide Body,8:39:00 AM,10:49:00 AM,130,0,536,Normal
FL000357,01/01/2024,T3,Narrow Body,11:46:00 AM,12:51:00 PM,65,15,694,Normal
FL000358,01/01/2024,T2,Wide Body,4:33:00 AM,5:13:00 AM,40,0,511,Normal
FL000359,01/01/2024,T3,Wide Body,11:22:00 PM,12:56:00 AM,94,0,376,Normal
FL000360,01/01/2024,T3,Wide Body,4:36:00 AM,5:19:00 AM,43,0,334,Normal
FL000361,01/01/2024,T1,Narrow Body,10:00:00 AM,11:00:00 AM,60,0,550,Normal
FL000362,01/01/2024,T3,Wide Body,10:46:00 AM,12:00:00 PM,74,30,494,High Risk
FL000363,01/01/2024,T3,Narrow Body,8:38:00 AM,9:17:00 AM,39,10,560,Normal
FL000364,01/01/2024,T1,Wide Body,12:11:00 PM,2:25:00 PM,134,10,457,Normal
FL000365,01/01/2024,T2,Wide Body,4:14:00 AM,6:31:00 AM,137,20,400,High Risk
FL000366,01/01/2024,T2,Narrow Body,3:00:00 PM,4:24:00 PM,84,30,299,High Risk
FL000367,01/01/2024,T2,Wide Body,11:37:00 PM,1:15:00 AM,98,0,607,Normal
FL000368,01/01/2024,T2,Narrow Body,2:29:00 PM,3:14:00 PM,45,10,549,Normal
FL000369,01/01/2024,T1,Wide Body,10:57:00 AM,11:45:00 AM,48,10,625,Normal
FL000370,01/01/2024,T3,Wide Body,10:27:00 AM,11:59:00 AM,92,0,425,Normal
FL000371,01/01/2024,T2,Wide Body,11:32:00 PM,1:03:00 AM,91,0,636,Normal
FL000372,01/01/2024,T2,Wide Body,12:02:00 PM,1:55:00 PM,113,0,394,Normal
FL000373,01/01/2024,T3,Wide Body,2:33:00 AM,4:33:00 AM,120,15,535,Normal
FL000374,01/01/2024,T3,Narrow Body,5:30:00 PM,7:47:00 PM,137,0,545,Normal
FL000375,01/01/2024,T3,Wide Body,4:52:00 AM,6:44:00 AM,112,0,786,Normal
FL000376,01/01/2024,T1,Wide Body,4:18:00 AM,5:01:00 AM,43,15,749,Normal
FL000377,01/01/2024,T1,Narrow Body,1:04:00 PM,2:51:00 PM,107,30,538,High Risk
FL000378,01/01/2024,T2,Narrow Body,12:39:00 PM,2:01:00 PM,82,0,847,Normal
FL000379,01/01/2024,T2,Wide Body,6:04:00 PM,7:25:00 PM,81,10,350,Normal
FL000380,01/01/2024,T1,Narrow Body,8:31:00 AM,9:20:00 AM,49,30,590,High Risk
FL000381,01/01/2024,T3,Narrow Body,5:40:00 PM,7:04:00 PM,84,10,664,Normal
FL000382,01/01/2024,T2,Narrow Body,8:53:00 AM,10:58:00 AM,125,10,276,Normal
FL000383,01/01/2024,T1,Narrow Body,11:41:00 PM,1:18:00 AM,97,0,400,Normal
FL000384,01/01/2024,T1,Wide Body,2:31:00 AM,4:03:00 AM,92,0,870,Normal
FL000385,01/01/2024,T3,Wide Body,11:16:00 PM,12:31:00 AM,75,0,610,Normal
FL000386,01/01/2024,T2,Wide Body,6:46:00 PM,8:30:00 PM,104,0,496,Normal
FL000387,01/01/2024,T1,Wide Body,11:54:00 PM,1:50:00 AM,116,5,413,Normal
FL000388,01/01/2024,T1,Narrow Body,4:08:00 AM,5:08:00 AM,60,30,445,High Risk
FL000389,01/01/2024,T3,Wide Body,12:53:00 AM,2:14:00 AM,81,30,510,High Risk
FL000390,01/01/2024,T3,Narrow Body,6:49:00 PM,7:40:00 PM,51,0,520,Normal
FL000391,01/01/2024,T3,Wide Body,10:33:00 AM,11:58:00 AM,85,20,448,High Risk
FL000392,01/01/2024,T3,Narrow Body,1:58:00 PM,4:18:00 PM,140,0,292,Normal
FL000393,01/01/2024,T1,Wide Body,10:49:00 AM,12:46:00 PM,117,30,588,High Risk
FL000394,01/01/2024,T2,Narrow Body,11:12:00 PM,12:53:00 AM,101,0,929,Normal
FL000395,01/01/2024,T3,Narrow Body,4:24:00 AM,5:54:00 AM,90,0,401,Normal
FL000396,01/01/2024,T2,Narrow Body,5:41:00 PM,6:35:00 PM,54,0,405,Normal
FL000397,01/01/2024,T1,Wide Body,11:00:00 AM,1:05:00 PM,125,10,414,Normal
FL000398,01/01/2024,T1,Wide Body,2:41:00 AM,3:48:00 AM,67,0,300,Normal
FL000399,01/01/2024,T3,Narrow Body,9:20:00 PM,10:33:00 PM,73,0,525,Normal
FL000400,01/01/2024,T1,Narrow Body,8:12:00 PM,10:01:00 PM,109,15,254,Normal
FL000401,01/01/2024,T1,Narrow Body,7:14:00 PM,7:54:00 PM,40,0,727,Normal
FL000402,01/01/2024,T3,Wide Body,9:53:00 PM,12:06:00 AM,133,5,708,Normal
FL000403,01/01/2024,T3,Narrow Body,7:31:00 PM,8:59:00 PM,88,30,318,High Risk
FL000404,01/01/2024,T2,Wide Body,9:24:00 PM,11:08:00 PM,104,30,410,High Risk
FL000405,01/01/2024,T3,Wide Body,8:21:00 AM,10:39:00 AM,138,10,641,Normal
FL000406,01/01/2024,T3,Narrow Body,3:28:00 PM,4:12:00 PM,44,0,597,Normal
FL000407,01/01/2024,T2,Wide Body,3:00:00 PM,4:28:00 PM,88,5,753,Normal
FL000408,01/01/2024,T1,Wide Body,11:36:00 AM,1:28:00 PM,112,15,708,Normal
FL000409,01/01/2024,T1,Wide Body,11:47:00 AM,1:13:00 PM,86,0,464,Normal
FL000410,01/01/2024,T2,Narrow Body,10:53:00 AM,11:58:00 AM,65,10,289,Normal
FL000411,01/01/2024,T1,Narrow Body,3:20:00 PM,4:26:00 PM,66,0,533,Normal
FL000412,01/01/2024,T3,Wide Body,9:54:00 AM,11:18:00 AM,84,5,177,Normal
FL000413,01/01/2024,T2,Wide Body,5:27:00 AM,7:46:00 AM,139,5,426,Normal
FL000414,01/01/2024,T3,Wide Body,5:26:00 AM,7:04:00 AM,98,30,600,High Risk
FL000415,01/01/2024,T1,Narrow Body,10:31:00 AM,12:09:00 PM,98,20,582,High Risk
FL000416,01/01/2024,T1,Narrow Body,5:15:00 PM,6:48:00 PM,93,15,872,Normal
FL000417,01/01/2024,T2,Wide Body,1:39:00 AM,2:20:00 AM,41,30,424,High Risk
FL000418,01/01/2024,T1,Narrow Body,9:45:00 AM,11:28:00 AM,103,20,571,High Risk
FL000419,01/01/2024,T3,Wide Body,4:34:00 AM,5:42:00 AM,68,20,594,High Risk
FL000420,01/01/2024,T2,Narrow Body,12:29:00 PM,1:09:00 PM,40,5,865,Normal
FL000421,01/01/2024,T2,Narrow Body,12:22:00 PM,2:07:00 PM,105,20,699,High Risk
FL000422,01/01/2024,T3,Wide Body,5:12:00 PM,6:44:00 PM,92,0,453,Normal
FL000423,01/01/2024,T2,Wide Body,4:23:00 AM,5:10:00 AM,47,15,641,Normal
FL000424,01/01/2024,T1,Narrow Body,7:02:00 PM,8:23:00 PM,81,20,572,High Risk
FL000425,01/01/2024,T1,Narrow Body,5:04:00 PM,5:44:00 PM,40,0,459,Normal
FL000426,01/01/2024,T2,Wide Body,11:22:00 AM,1:39:00 PM,137,0,721,Normal
FL000427,01/01/2024,T1,Wide Body,8:41:00 PM,10:21:00 PM,100,15,724,Normal
FL000428,01/01/2024,T3,Wide Body,5:32:00 AM,6:57:00 AM,85,15,877,Normal
FL000429,01/01/2024,T3,Wide Body,5:18:00 PM,6:58:00 PM,100,10,529,Normal
FL000430,01/01/2024,T1,Wide Body,4:12:00 PM,6:31:00 PM,139,15,488,Normal
FL000431,01/01/2024,T2,Wide Body,10:59:00 PM,11:48:00 PM,49,0,635,Normal
FL000432,01/01/2024,T2,Narrow Body,8:22:00 PM,9:57:00 PM,95,0,611,Normal
FL000433,01/01/2024,T1,Wide Body,7:55:00 PM,9:31:00 PM,96,0,616,Normal
FL000434,01/01/2024,T1,Narrow Body,11:14:00 PM,12:20:00 AM,66,5,462,Normal
FL000435,01/01/2024,T2,Wide Body,12:38:00 AM,2:09:00 AM,91,0,484,Normal
FL000436,01/01/2024,T1,Wide Body,2:05:00 PM,4:08:00 PM,123,30,546,High Risk
FL000437,01/01/2024,T1,Narrow Body,2:07:00 AM,4:12:00 AM,125,15,638,Normal
FL000438,01/01/2024,T3,Wide Body,10:36:00 PM,12:12:00 AM,96,15,829,Normal
FL000439,01/01/2024,T3,Wide Body,5:54:00 AM,7:27:00 AM,93,15,612,Normal
FL000440,01/01/2024,T3,Wide Body,11:04:00 PM,1:17:00 AM,133,30,363,High Risk
FL000441,01/01/2024,T2,Wide Body,6:33:00 AM,7:39:00 AM,66,5,588,Normal
FL000442,01/01/2024,T2,Narrow Body,10:09:00 AM,12:22:00 PM,133,30,414,High Risk
FL000443,01/01/2024,T2,Wide Body,10:49:00 AM,12:25:00 PM,96,10,624,Normal
FL000444,01/01/2024,T3,Wide Body,4:09:00 AM,5:57:00 AM,108,20,413,High Risk
FL000445,01/01/2024,T1,Wide Body,11:46:00 AM,1:59:00 PM,133,0,534,Normal
FL000446,01/01/2024,T1,Wide Body,9:49:00 AM,11:55:00 AM,126,30,765,High Risk
FL000447,01/01/2024,T3,Wide Body,10:23:00 PM,11:30:00 PM,67,5,322,Normal
FL000448,01/01/2024,T3,Wide Body,6:53:00 AM,9:13:00 AM,140,10,763,Normal
FL000449,01/01/2024,T3,Narrow Body,4:41:00 AM,5:29:00 AM,48,5,849,Normal
FL000450,01/01/2024,T3,Narrow Body,1:43:00 AM,3:43:00 AM,120,5,280,Normal
FL000451,01/01/2024,T2,Wide Body,1:47:00 AM,2:34:00 AM,47,30,496,High Risk
FL000452,01/01/2024,T1,Narrow Body,3:25:00 AM,5:27:00 AM,122,0,536,Normal
FL000453,01/01/2024,T2,Wide Body,1:53:00 PM,3:51:00 PM,118,5,391,Normal
FL000454,01/01/2024,T2,Narrow Body,9:48:00 AM,11:04:00 AM,76,0,783,Normal
FL000455,01/01/2024,T1,Narrow Body,10:15:00 PM,12:03:00 AM,108,0,466,Normal
FL000456,01/01/2024,T1,Wide Body,2:15:00 PM,3:12:00 PM,57,30,318,High Risk
FL000457,01/01/2024,T2,Narrow Body,6:21:00 AM,8:31:00 AM,130,0,636,Normal
FL000458,01/01/2024,T3,Narrow Body,10:11:00 AM,11:58:00 AM,107,15,602,Normal
FL000459,01/01/2024,T3,Wide Body,9:42:00 AM,11:15:00 AM,93,0,574,Normal
FL000460,01/01/2024,T2,Narrow Body,5:12:00 PM,6:46:00 PM,94,0,588,Normal
FL000461,01/01/2024,T3,Wide Body,11:17:00 AM,12:12:00 PM,55,10,329,Normal
FL000462,01/01/2024,T3,Wide Body,6:21:00 AM,6:57:00 AM,36,10,306,Normal
FL000463,01/01/2024,T1,Narrow Body,7:22:00 PM,9:23:00 PM,121,20,625,High Risk
FL000464,01/01/2024,T2,Narrow Body,2:35:00 PM,4:15:00 PM,100,20,699,High Risk
FL000465,01/01/2024,T1,Narrow Body,10:50:00 PM,11:37:00 PM,47,30,434,High Risk
FL000466,01/01/2024,T1,Wide Body,11:02:00 AM,12:08:00 PM,66,20,494,High Risk
FL000467,01/01/2024,T2,Wide Body,8:02:00 AM,9:34:00 AM,92,10,550,Normal
FL000468,01/01/2024,T3,Narrow Body,7:52:00 PM,9:59:00 PM,127,10,446,Normal
FL000469,01/01/2024,T3,Narrow Body,10:18:00 PM,11:39:00 PM,81,0,1124,Normal
FL000470,01/01/2024,T2,Wide Body,10:47:00 PM,11:37:00 PM,50,0,672,Normal
FL000471,01/01/2024,T3,Wide Body,1:50:00 PM,3:52:00 PM,122,0,707,Normal
FL000472,01/01/2024,T2,Narrow Body,9:48:00 PM,11:00:00 PM,72,5,305,Normal
FL000473,01/01/2024,T1,Wide Body,4:33:00 AM,6:09:00 AM,96,15,391,Normal
FL000474,01/01/2024,T3,Wide Body,2:11:00 PM,4:15:00 PM,124,5,252,Normal
FL000475,01/01/2024,T3,Narrow Body,8:26:00 AM,10:28:00 AM,122,30,494,High Risk
FL000476,01/01/2024,T2,Narrow Body,6:01:00 PM,8:06:00 PM,125,0,802,Normal
FL000477,01/01/2024,T3,Narrow Body,2:06:00 AM,3:51:00 AM,105,0,287,Normal
FL000478,01/01/2024,T3,Wide Body,5:36:00 AM,6:52:00 AM,76,0,588,Normal
FL000479,01/01/2024,T3,Wide Body,11:13:00 PM,12:14:00 AM,61,0,750,Normal
FL000480,01/01/2024,T1,Wide Body,5:25:00 PM,6:57:00 PM,92,0,564,Normal
FL000481,01/01/2024,T2,Narrow Body,5:31:00 PM,6:59:00 PM,88,30,749,High Risk
FL000482,01/01/2024,T2,Narrow Body,10:57:00 PM,1:15:00 AM,138,20,533,High Risk
FL000483,01/01/2024,T1,Narrow Body,8:41:00 AM,11:00:00 AM,139,0,718,Normal
FL000484,01/01/2024,T2,Narrow Body,1:32:00 AM,3:01:00 AM,89,0,414,Normal
FL000485,01/01/2024,T1,Wide Body,2:21:00 AM,3:56:00 AM,95,20,619,High Risk
FL000486,01/01/2024,T1,Wide Body,6:08:00 AM,8:21:00 AM,133,15,626,Normal
FL000487,01/01/2024,T2,Wide Body,1:03:00 PM,2:35:00 PM,92,0,417,Normal
FL000488,01/01/2024,T3,Narrow Body,11:18:00 PM,1:17:00 AM,119,15,757,Normal
FL000489,01/01/2024,T3,Wide Body,4:02:00 AM,4:59:00 AM,57,0,517,Normal
FL000490,01/01/2024,T1,Wide Body,7:36:00 AM,8:11:00 AM,35,30,314,High Risk
FL000491,01/01/2024,T3,Wide Body,10:59:00 PM,1:06:00 AM,127,20,597,High Risk
FL000492,01/01/2024,T2,Wide Body,7:50:00 AM,8:56:00 AM,66,0,582,Normal
FL000493,01/01/2024,T3,Narrow Body,9:24:00 AM,10:23:00 AM,59,0,497,Normal
FL000494,01/01/2024,T3,Narrow Body,10:32:00 PM,12:00:00 AM,88,5,360,Normal
FL000495,01/01/2024,T1,Narrow Body,7:02:00 AM,7:45:00 AM,43,30,754,High Risk
FL000496,01/01/2024,T3,Narrow Body,8:24:00 PM,10:25:00 PM,121,5,712,Normal
FL000497,01/01/2024,T2,Narrow Body,1:30:00 AM,2:56:00 AM,86,5,369,Normal
FL000498,01/01/2024,T3,Wide Body,1:55:00 AM,2:47:00 AM,52,5,726,Normal
FL000499,01/01/2024,T3,Wide Body,7:39:00 PM,8:54:00 PM,75,5,276,Normal
FL000500,01/01/2024,T3,Narrow Body,10:18:00 AM,11:11:00 AM,53,20,547,High Risk
FL000501,01/01/2024,T1,Narrow Body,10:15:00 AM,11:25:00 AM,70,20,500,High Risk
FL000502,01/01/2024,T1,Wide Body,6:58:00 PM,8:36:00 PM,98,20,694,High Risk
FL000503,01/01/2024,T3,Wide Body,5:54:00 PM,7:09:00 PM,75,20,542,High Risk
FL000504,01/01/2024,T2,Narrow Body,5:05:00 AM,6:18:00 AM,73,30,458,High Risk
FL000505,01/01/2024,T2,Narrow Body,8:13:00 AM,9:16:00 AM,63,30,588,High Risk
FL000506,01/01/2024,T2,Wide Body,1:58:00 AM,3:44:00 AM,106,0,620,Normal
FL000507,01/01/2024,T2,Narrow Body,1:15:00 PM,2:21:00 PM,66,15,571,Normal
FL000508,01/01/2024,T2,Wide Body,10:04:00 PM,10:49:00 PM,45,0,594,Normal
FL000509,01/01/2024,T1,Narrow Body,6:16:00 PM,8:23:00 PM,127,10,429,Normal
FL000510,01/01/2024,T3,Narrow Body,12:52:00 PM,2:53:00 PM,121,0,581,Normal
FL000511,01/01/2024,T3,Narrow Body,6:25:00 AM,8:42:00 AM,137,30,500,High Risk
FL000512,01/01/2024,T2,Narrow Body,7:07:00 AM,8:24:00 AM,77,5,515,Normal
FL000513,01/01/2024,T1,Wide Body,6:29:00 AM,8:38:00 AM,129,5,1017,Normal
FL000514,01/01/2024,T3,Narrow Body,11:44:00 PM,1:36:00 AM,112,20,795,High Risk
FL000515,01/01/2024,T2,Wide Body,8:10:00 AM,9:55:00 AM,105,20,811,High Risk
FL000516,01/01/2024,T3,Wide Body,3:54:00 PM,5:37:00 PM,103,10,336,Normal
FL000517,01/01/2024,T3,Wide Body,8:55:00 AM,10:16:00 AM,81,30,672,High Risk
FL000518,01/01/2024,T3,Wide Body,3:21:00 AM,5:38:00 AM,137,15,610,Normal
FL000519,01/01/2024,T2,Wide Body,6:56:00 AM,8:18:00 AM,82,0,399,Normal
FL000520,01/01/2024,T3,Narrow Body,7:12:00 PM,8:15:00 PM,63,0,680,Normal
FL000521,01/01/2024,T3,Wide Body,8:54:00 AM,10:39:00 AM,105,10,631,Normal
FL000522,01/01/2024,T2,Narrow Body,5:12:00 AM,6:12:00 AM,60,20,426,High Risk
FL000523,01/01/2024,T2,Wide Body,7:26:00 PM,8:32:00 PM,66,10,568,Normal
FL000524,01/01/2024,T3,Wide Body,4:40:00 PM,6:47:00 PM,127,30,444,High Risk
FL000525,01/01/2024,T2,Narrow Body,5:44:00 AM,7:52:00 AM,128,0,670,Normal
FL000526,01/01/2024,T1,Narrow Body,6:39:00 PM,8:16:00 PM,97,0,441,Normal
FL000527,01/01/2024,T3,Narrow Body,2:32:00 AM,4:51:00 AM,139,0,493,Normal
FL000528,01/01/2024,T3,Narrow Body,2:04:00 PM,2:56:00 PM,52,0,668,Normal
FL000529,01/01/2024,T1,Wide Body,5:09:00 AM,5:45:00 AM,36,15,511,Normal
FL000530,01/01/2024,T3,Wide Body,2:03:00 AM,3:57:00 AM,114,30,629,High Risk
FL000531,01/01/2024,T3,Wide Body,12:32:00 AM,1:07:00 AM,35,0,681,Normal
FL000532,01/01/2024,T3,Wide Body,12:34:00 AM,2:16:00 AM,102,10,550,Normal
FL000533,01/01/2024,T3,Wide Body,12:35:00 AM,2:14:00 AM,99,0,586,Normal
FL000534,01/01/2024,T3,Narrow Body,3:39:00 AM,4:26:00 AM,47,5,614,Normal
FL000535,01/01/2024,T3,Wide Body,6:33:00 AM,8:27:00 AM,114,15,324,Normal
FL000536,01/01/2024,T2,Narrow Body,9:07:00 AM,11:23:00 AM,136,15,578,Normal
FL000537,01/01/2024,T3,Narrow Body,1:51:00 PM,3:24:00 PM,93,5,704,Normal
FL000538,01/01/2024,T1,Narrow Body,10:14:00 AM,12:16:00 PM,122,0,556,Normal
FL000539,01/01/2024,T2,Wide Body,1:50:00 PM,3:13:00 PM,83,0,458,Normal
FL000540,01/01/2024,T3,Narrow Body,9:44:00 PM,10:20:00 PM,36,0,809,Normal
FL000541,01/01/2024,T3,Wide Body,5:03:00 PM,6:33:00 PM,90,0,331,Normal
FL000542,01/01/2024,T1,Narrow Body,6:01:00 PM,6:41:00 PM,40,30,304,High Risk
FL000543,01/01/2024,T1,Wide Body,9:15:00 AM,9:55:00 AM,40,0,740,Normal
FL000544,01/01/2024,T1,Narrow Body,6:07:00 AM,7:22:00 AM,75,0,572,Normal
FL000545,01/01/2024,T2,Narrow Body,1:35:00 PM,2:19:00 PM,44,5,618,Normal
FL000546,01/01/2024,T3,Wide Body,7:20:00 PM,8:44:00 PM,84,20,683,High Risk
FL000547,01/01/2024,T3,Narrow Body,4:46:00 AM,7:02:00 AM,136,15,386,Normal
FL000548,01/01/2024,T2,Narrow Body,1:49:00 AM,2:36:00 AM,47,0,423,Normal
FL000549,01/01/2024,T3,Wide Body,11:37:00 AM,1:29:00 PM,112,15,538,Normal
FL000550,01/01/2024,T2,Wide Body,1:00:00 AM,2:56:00 AM,116,30,545,High Risk
FL000551,01/01/2024,T3,Wide Body,7:47:00 AM,9:07:00 AM,80,20,473,High Risk
FL000552,01/01/2024,T3,Wide Body,6:20:00 AM,8:22:00 AM,122,0,467,Normal
FL000553,01/01/2024,T1,Narrow Body,9:06:00 PM,10:18:00 PM,72,0,378,Normal
FL000554,01/01/2024,T2,Narrow Body,9:08:00 AM,10:02:00 AM,54,20,569,High Risk
FL000555,01/01/2024,T1,Narrow Body,10:48:00 AM,12:09:00 PM,81,0,756,Normal
FL000556,01/01/2024,T2,Wide Body,10:31:00 AM,12:02:00 PM,91,0,289,Normal
FL000557,01/01/2024,T1,Wide Body,4:31:00 AM,5:17:00 AM,46,30,336,High Risk
FL000558,01/01/2024,T3,Wide Body,7:00:00 PM,8:46:00 PM,106,0,512,Normal
FL000559,01/01/2024,T2,Narrow Body,12:53:00 AM,1:39:00 AM,46,15,487,Normal
